transaction_id,item_id,quantity,transaction_date,total_price
61,4,6,2024-04-27T21:23:00.652Z,92.85
62,88,1,2024-04-27T21:23:00.652Z,19.61
63,29,5,2024-04-27T21:23:00.652Z,46.78
64,27,3,2024-04-27T21:23:00.652Z,86.54
65,15,5,2024-04-27T21:23:00.652Z,62.55
66,68,10,2024-04-27T21:23:00.652Z,49.19
67,24,5,2024-04-27T21:23:00.652Z,50.56
68,49,7,2024-04-27T21:23:00.652Z,13.16
69,9,8,2024-04-27T21:23:00.652Z,81.96
70,76,9,2024-04-27T21:23:00.652Z,11.04
71,58,9,2024-04-27T21:23:00.652Z,61.95
72,18,5,2024-04-27T21:23:00.652Z,90.37
73,30,6,2024-04-27T21:23:00.652Z,33.90
74,93,6,2024-04-27T21:23:00.652Z,45.14
75,18,8,2024-04-27T21:23:00.652Z,42.54
76,74,8,2024-04-27T21:23:00.652Z,17.39
77,22,1,2024-04-27T21:23:00.652Z,17.07
78,46,6,2024-04-27T21:23:00.652Z,44.54
79,27,6,2024-04-27T21:23:00.652Z,46.37
80,87,4,2024-04-27T21:23:00.652Z,98.57
81,12,4,2024-04-27T21:23:00.652Z,96.53
82,87,10,2024-04-27T21:23:00.652Z,19.07
83,17,8,2024-04-27T21:23:00.652Z,21.10
84,60,7,2024-04-27T21:23:00.652Z,24.02
85,69,9,2024-04-27T21:23:00.652Z,63.68
86,41,10,2024-04-27T21:23:00.652Z,83.42
87,33,8,2024-04-27T21:23:00.652Z,80.16
88,76,2,2024-04-27T21:23:00.652Z,34.64
89,32,7,2024-04-27T21:23:00.652Z,80.07
90,25,8,2024-04-27T21:23:00.652Z,72.66
91,39,9,2024-04-27T21:23:00.652Z,24.57
92,93,2,2024-04-27T21:23:00.652Z,60.10
93,79,10,2024-04-27T21:23:00.652Z,27.75
94,53,10,2024-04-27T21:23:00.652Z,95.91
95,34,9,2024-04-27T21:23:00.652Z,27.60
96,81,9,2024-04-27T21:23:00.652Z,68.27
97,36,7,2024-04-27T21:23:00.652Z,94.44
98,53,1,2024-04-27T21:23:00.652Z,79.56
99,95,1,2024-04-27T21:23:00.652Z,93.71
100,93,4,2024-04-27T21:23:00.652Z,22.54
101,9,9,2024-04-27T21:23:00.652Z,32.89
102,66,1,2024-04-27T21:23:00.652Z,11.28
103,93,10,2024-04-27T21:23:00.652Z,11.96
104,67,7,2024-04-27T21:23:00.652Z,54.69
105,52,8,2024-04-27T21:23:00.652Z,79.23
106,54,1,2024-04-27T21:23:00.652Z,35.52
107,98,5,2024-04-27T21:23:00.652Z,35.66
108,65,9,2024-04-27T21:23:00.652Z,26.63
109,2,1,2024-04-27T21:23:00.652Z,46.97
110,100,1,2024-04-27T21:23:00.652Z,86.97
111,83,9,2024-04-27T21:23:00.652Z,17.74
112,63,4,2024-04-27T21:23:00.652Z,95.85
113,34,6,2024-04-27T21:23:00.652Z,73.10
114,23,6,2024-04-27T21:23:00.652Z,87.08
115,67,3,2024-04-27T21:23:00.652Z,75.53
116,49,6,2024-04-27T21:23:00.652Z,88.84
117,13,7,2024-04-27T21:23:00.652Z,89.27
118,73,10,2024-04-27T21:23:00.652Z,57.25
119,5,10,2024-04-27T21:23:00.652Z,11.15
120,48,10,2024-04-27T21:23:00.652Z,70.85
121,92,3,2024-04-27T21:23:00.652Z,34.22
122,55,7,2024-04-27T21:23:00.652Z,88.20
123,9,3,2024-04-27T21:23:00.652Z,84.41
124,52,6,2024-04-27T21:23:00.652Z,67.33
125,53,1,2024-04-27T21:23:00.652Z,73.05
126,5,1,2024-04-27T21:23:00.652Z,98.45
127,28,1,2024-04-27T21:23:00.652Z,82.76
128,21,5,2024-04-27T21:23:00.652Z,49.55
129,16,10,2024-04-27T21:23:00.652Z,73.14
130,100,6,2024-04-27T21:23:00.652Z,33.64
131,68,1,2024-04-27T21:23:00.652Z,72.72
132,22,6,2024-04-27T21:23:00.652Z,12.80
133,51,1,2024-04-27T21:23:00.652Z,77.73
134,91,9,2024-04-27T21:23:00.652Z,74.37
135,66,1,2024-04-27T21:23:00.652Z,77.71
136,70,6,2024-04-27T21:23:00.652Z,76.60
137,84,4,2024-04-27T21:23:00.652Z,76.15
138,89,8,2024-04-27T21:23:00.652Z,90.00
139,53,10,2024-04-27T21:23:00.652Z,27.40
140,70,4,2024-04-27T21:23:00.652Z,91.43
141,9,4,2024-04-27T21:23:00.652Z,93.86
142,24,4,2024-04-27T21:23:00.652Z,53.59
143,42,7,2024-04-27T21:23:00.652Z,93.47
144,75,3,2024-04-27T21:23:00.652Z,21.62
145,8,10,2024-04-27T21:23:00.652Z,89.78
146,72,2,2024-04-27T21:23:00.652Z,65.60
147,33,6,2024-04-27T21:23:00.652Z,28.60
148,40,3,2024-04-27T21:23:00.652Z,12.01
149,30,2,2024-04-27T21:23:00.652Z,83.42
150,80,4,2024-04-27T21:23:00.652Z,64.77
151,13,6,2024-04-27T21:23:00.652Z,45.32
152,30,4,2024-04-27T21:23:00.652Z,34.31
153,61,6,2024-04-27T21:23:00.652Z,79.81
154,39,4,2024-04-27T21:23:00.652Z,62.54
155,79,4,2024-04-27T21:23:00.652Z,18.88
156,17,1,2024-04-27T21:23:00.652Z,78.85
157,27,10,2024-04-27T21:23:00.652Z,17.31
158,46,1,2024-04-27T21:23:00.652Z,21.22
159,25,2,2024-04-27T21:23:00.652Z,34.00
160,22,3,2024-04-27T21:23:00.652Z,69.69
161,25,4,2024-04-27T21:23:00.653Z,82.14
162,98,3,2024-04-27T21:23:00.653Z,57.42
163,11,2,2024-04-27T21:23:00.653Z,39.74
164,7,7,2024-04-27T21:23:00.653Z,20.60
165,23,1,2024-04-27T21:23:00.653Z,18.24
166,26,3,2024-04-27T21:23:00.653Z,89.02
167,56,6,2024-04-27T21:23:00.653Z,35.40
168,27,7,2024-04-27T21:23:00.653Z,58.69
169,44,4,2024-04-27T21:23:00.653Z,22.79
170,5,4,2024-04-27T21:23:00.653Z,54.71
171,12,5,2024-04-27T21:23:00.653Z,74.96
172,16,3,2024-04-27T21:23:00.653Z,85.64
173,9,4,2024-04-27T21:23:00.653Z,27.44
174,19,7,2024-04-27T21:23:00.653Z,50.25
175,93,5,2024-04-27T21:23:00.653Z,17.94
176,91,6,2024-04-27T21:23:00.653Z,84.06
177,31,2,2024-04-27T21:23:00.653Z,73.41
178,79,7,2024-04-27T21:23:00.653Z,16.58
179,81,8,2024-04-27T21:23:00.653Z,11.53
180,7,6,2024-04-27T21:23:00.653Z,91.26
181,5,8,2024-04-27T21:23:00.653Z,32.73
182,19,10,2024-04-27T21:23:00.653Z,11.74
183,70,3,2024-04-27T21:23:00.653Z,35.75
184,90,1,2024-04-27T21:23:00.653Z,60.23
185,87,2,2024-04-27T21:23:00.653Z,50.58
186,30,4,2024-04-27T21:23:00.653Z,59.62
187,10,7,2024-04-27T21:23:00.653Z,13.47
188,39,2,2024-04-27T21:23:00.653Z,17.31
189,93,3,2024-04-27T21:23:00.653Z,16.55
190,20,8,2024-04-27T21:23:00.653Z,11.18
191,42,3,2024-04-27T21:23:00.653Z,91.16
192,25,5,2024-04-27T21:23:00.653Z,34.98
193,69,10,2024-04-27T21:23:00.653Z,55.54
194,58,3,2024-04-27T21:23:00.653Z,41.02
195,94,9,2024-04-27T21:23:00.653Z,20.81
196,37,8,2024-04-27T21:23:00.653Z,33.70
197,21,2,2024-04-27T21:23:00.653Z,80.17
198,75,7,2024-04-27T21:23:00.653Z,73.44
199,56,1,2024-04-27T21:23:00.653Z,19.45
200,21,6,2024-04-27T21:23:00.653Z,14.61
201,77,6,2024-04-27T21:23:00.653Z,54.44
202,10,1,2024-04-27T21:23:00.653Z,24.00
203,71,1,2024-04-27T21:23:00.653Z,87.42
204,27,4,2024-04-27T21:23:00.653Z,62.22
205,15,10,2024-04-27T21:23:00.653Z,93.24
206,11,5,2024-04-27T21:23:00.653Z,28.73
207,15,4,2024-04-27T21:23:00.653Z,22.26
208,65,10,2024-04-27T21:23:00.653Z,38.41
209,17,10,2024-04-27T21:23:00.653Z,87.89
210,73,5,2024-04-27T21:23:00.653Z,94.37
211,62,3,2024-04-27T21:23:00.653Z,15.95
212,69,6,2024-04-27T21:23:00.653Z,46.40
213,70,9,2024-04-27T21:23:00.653Z,24.89
214,27,3,2024-04-27T21:23:00.653Z,29.94
215,40,9,2024-04-27T21:23:00.653Z,41.84
216,66,10,2024-04-27T21:23:00.653Z,65.33
217,1,10,2024-04-27T21:23:00.653Z,75.27
218,98,4,2024-04-27T21:23:00.653Z,88.84
219,69,6,2024-04-27T21:23:00.653Z,82.12
220,81,8,2024-04-27T21:23:00.653Z,74.87
221,83,4,2024-04-27T21:23:00.653Z,84.95
222,99,2,2024-04-27T21:23:00.653Z,77.24
223,94,2,2024-04-27T21:23:00.653Z,61.53
224,28,10,2024-04-27T21:23:00.653Z,58.59
225,76,4,2024-04-27T21:23:00.653Z,62.13
226,92,10,2024-04-27T21:23:00.653Z,82.73
227,44,1,2024-04-27T21:23:00.653Z,77.72
228,47,5,2024-04-27T21:23:00.653Z,79.56
229,57,4,2024-04-27T21:23:00.653Z,17.06
230,57,7,2024-04-27T21:23:00.653Z,85.33
231,85,3,2024-04-27T21:23:00.653Z,35.24
232,6,4,2024-04-27T21:23:00.653Z,94.48
233,12,8,2024-04-27T21:23:00.653Z,73.45
234,23,7,2024-04-27T21:23:00.653Z,68.04
235,60,3,2024-04-27T21:23:00.653Z,44.40
236,39,6,2024-04-27T21:23:00.653Z,95.79
237,28,9,2024-04-27T21:23:00.653Z,32.58
238,3,8,2024-04-27T21:23:00.653Z,55.32
239,87,10,2024-04-27T21:23:00.653Z,89.43
240,12,2,2024-04-27T21:23:00.653Z,19.08
241,62,1,2024-04-27T21:23:00.653Z,35.79
242,64,5,2024-04-27T21:23:00.653Z,85.30
243,76,10,2024-04-27T21:23:00.653Z,18.81
244,36,10,2024-04-27T21:23:00.653Z,98.97
245,88,9,2024-04-27T21:23:00.653Z,99.80
246,83,7,2024-04-27T21:23:00.653Z,37.07
247,89,7,2024-04-27T21:23:00.653Z,69.78
248,84,2,2024-04-27T21:23:00.653Z,51.93
249,88,1,2024-04-27T21:23:00.653Z,22.97
250,6,3,2024-04-27T21:23:00.653Z,58.79
251,78,9,2024-04-27T21:23:00.653Z,67.89
252,39,6,2024-04-27T21:23:00.653Z,89.83
253,6,7,2024-04-27T21:23:00.653Z,10.83
254,59,10,2024-04-27T21:23:00.653Z,51.72
255,19,10,2024-04-27T21:23:00.653Z,77.10
256,18,6,2024-04-27T21:23:00.653Z,29.01
257,56,5,2024-04-27T21:23:00.653Z,29.62
258,52,5,2024-04-27T21:23:00.653Z,79.92
259,63,10,2024-04-27T21:23:00.653Z,19.84
260,57,3,2024-04-27T21:23:00.653Z,46.86
261,37,4,2024-04-27T21:23:00.653Z,18.73
262,7,1,2024-04-27T21:23:00.653Z,74.08
263,87,1,2024-04-27T21:23:00.653Z,73.72
264,92,1,2024-04-27T21:23:00.653Z,34.15
265,39,10,2024-04-27T21:23:00.653Z,54.11
266,9,5,2024-04-27T21:23:00.653Z,16.43
267,53,3,2024-04-27T21:23:00.653Z,80.61
268,99,3,2024-04-27T21:23:00.653Z,33.61
269,36,10,2024-04-27T21:23:00.653Z,76.72
270,58,2,2024-04-27T21:23:00.653Z,79.09
271,13,9,2024-04-27T21:23:00.653Z,21.27
272,27,10,2024-04-27T21:23:00.653Z,42.22
273,33,4,2024-04-27T21:23:00.653Z,62.19
274,69,5,2024-04-27T21:23:00.653Z,40.37
275,18,10,2024-04-27T21:23:00.653Z,11.17
276,84,1,2024-04-27T21:23:00.653Z,20.80
277,61,1,2024-04-27T21:23:00.653Z,84.80
278,85,1,2024-04-27T21:23:00.653Z,64.94
279,67,10,2024-04-27T21:23:00.653Z,39.85
280,91,5,2024-04-27T21:23:00.653Z,38.09
281,23,5,2024-04-27T21:23:00.653Z,76.89
282,42,7,2024-04-27T21:23:00.653Z,58.11
283,92,5,2024-04-27T21:23:00.654Z,80.07
284,90,5,2024-04-27T21:23:00.654Z,54.55
285,73,2,2024-04-27T21:23:00.654Z,43.69
286,17,10,2024-04-27T21:23:00.654Z,58.89
287,2,1,2024-04-27T21:23:00.654Z,63.38
288,40,9,2024-04-27T21:23:00.654Z,28.43
289,66,1,2024-04-27T21:23:00.654Z,14.27
290,7,7,2024-04-27T21:23:00.654Z,89.23
291,38,9,2024-04-27T21:23:00.654Z,50.37
292,70,1,2024-04-27T21:23:00.654Z,38.85
293,11,10,2024-04-27T21:23:00.654Z,47.43
294,32,4,2024-04-27T21:23:00.654Z,20.92
295,14,10,2024-04-27T21:23:00.654Z,58.36
296,35,6,2024-04-27T21:23:00.654Z,73.88
297,38,9,2024-04-27T21:23:00.654Z,51.64
298,49,5,2024-04-27T21:23:00.654Z,56.24
299,53,10,2024-04-27T21:23:00.654Z,51.84
300,96,10,2024-04-27T21:23:00.654Z,85.45
301,48,10,2024-04-27T21:23:00.654Z,92.13
302,8,7,2024-04-27T21:23:00.654Z,37.98
303,26,7,2024-04-27T21:23:00.654Z,65.71
304,49,6,2024-04-27T21:23:00.654Z,21.71
305,51,7,2024-04-27T21:23:00.654Z,77.19
306,24,9,2024-04-27T21:23:00.654Z,38.53
307,85,1,2024-04-27T21:23:00.654Z,77.95
308,95,2,2024-04-27T21:23:00.654Z,65.06
309,81,5,2024-04-27T21:23:00.654Z,51.19
310,100,3,2024-04-27T21:23:00.654Z,71.55
311,17,4,2024-04-27T21:23:00.654Z,91.80
312,3,1,2024-04-27T21:23:00.654Z,36.84
313,59,10,2024-04-27T21:23:00.654Z,81.33
314,19,2,2024-04-27T21:23:00.654Z,78.56
315,69,2,2024-04-27T21:23:00.654Z,17.95
316,64,1,2024-04-27T21:23:00.654Z,37.96
317,94,5,2024-04-27T21:23:00.654Z,42.50
318,28,7,2024-04-27T21:23:00.654Z,71.68
319,58,9,2024-04-27T21:23:00.654Z,78.52
320,93,4,2024-04-27T21:23:00.654Z,52.35
321,81,1,2024-04-27T21:23:00.654Z,43.71
322,57,3,2024-04-27T21:23:00.654Z,15.78
323,12,2,2024-04-27T21:23:00.654Z,85.61
324,83,7,2024-04-27T21:23:00.654Z,61.20
325,87,5,2024-04-27T21:23:00.654Z,81.52
326,92,10,2024-04-27T21:23:00.661Z,10.93
327,32,8,2024-04-27T21:23:00.661Z,41.49
328,87,1,2024-04-27T21:23:00.661Z,28.70
329,42,1,2024-04-27T21:23:00.662Z,71.31
330,48,6,2024-04-27T21:23:00.662Z,84.92
331,92,8,2024-04-27T21:23:00.662Z,88.56
332,82,8,2024-04-27T21:23:00.662Z,52.00
333,19,1,2024-04-27T21:23:00.662Z,97.48
334,60,6,2024-04-27T21:23:00.662Z,30.01
335,14,1,2024-04-27T21:23:00.662Z,39.49
336,14,10,2024-04-27T21:23:00.662Z,67.98
337,41,7,2024-04-27T21:23:00.662Z,34.19
338,7,8,2024-04-27T21:23:00.662Z,73.64
339,31,10,2024-04-27T21:23:00.662Z,17.97
340,25,9,2024-04-27T21:23:00.662Z,36.35
341,92,1,2024-04-27T21:23:00.662Z,90.83
342,72,4,2024-04-27T21:23:00.662Z,92.93
343,46,5,2024-04-27T21:23:00.662Z,71.92
344,51,5,2024-04-27T21:23:00.662Z,23.40
345,47,4,2024-04-27T21:23:00.662Z,73.60
346,68,10,2024-04-27T21:23:00.662Z,64.59
347,34,1,2024-04-27T21:23:00.662Z,14.29
348,86,4,2024-04-27T21:23:00.662Z,62.07
349,38,10,2024-04-27T21:23:00.662Z,40.56
350,37,10,2024-04-27T21:23:00.662Z,75.87
351,52,1,2024-04-27T21:23:00.662Z,25.09
352,80,6,2024-04-27T21:23:00.662Z,61.22
353,92,2,2024-04-27T21:23:00.662Z,18.28
354,57,3,2024-04-27T21:23:00.662Z,93.94
355,10,7,2024-04-27T21:23:00.662Z,86.99
356,37,4,2024-04-27T21:23:00.662Z,36.58
357,16,3,2024-04-27T21:23:00.662Z,94.63
358,8,1,2024-04-27T21:23:00.662Z,27.20
359,41,2,2024-04-27T21:23:00.662Z,96.57
360,43,5,2024-04-27T21:23:00.662Z,26.01
361,87,5,2024-04-27T21:23:00.662Z,95.13
362,38,4,2024-04-27T21:23:00.662Z,11.75
363,81,1,2024-04-27T21:23:00.662Z,90.47
364,39,6,2024-04-27T21:23:00.662Z,12.31
365,53,8,2024-04-27T21:23:00.662Z,71.80
366,77,1,2024-04-27T21:23:00.662Z,47.37
367,48,1,2024-04-27T21:23:00.662Z,67.01
368,95,8,2024-04-27T21:23:00.662Z,16.31
369,43,3,2024-04-27T21:23:00.662Z,14.38
370,56,4,2024-04-27T21:23:00.662Z,19.96
371,68,8,2024-04-27T21:23:00.662Z,57.95
372,82,3,2024-04-27T21:23:00.662Z,37.97
373,65,5,2024-04-27T21:23:00.662Z,86.24
374,61,10,2024-04-27T21:23:00.662Z,26.43
375,94,1,2024-04-27T21:23:00.662Z,71.49
376,10,5,2024-04-27T21:23:00.662Z,80.23
377,4,10,2024-04-27T21:23:00.662Z,69.52
378,84,6,2024-04-27T21:23:00.662Z,76.47
379,41,4,2024-04-27T21:23:00.662Z,58.61
380,6,2,2024-04-27T21:23:00.662Z,42.23
381,47,9,2024-04-27T21:23:00.662Z,13.68
382,75,2,2024-04-27T21:23:00.662Z,75.16
383,70,1,2024-04-27T21:23:00.662Z,44.08
384,18,7,2024-04-27T21:23:00.662Z,81.93
385,84,7,2024-04-27T21:23:00.662Z,21.45
386,6,7,2024-04-27T21:23:00.662Z,34.70
387,37,5,2024-04-27T21:23:00.662Z,82.07
388,96,7,2024-04-27T21:23:00.662Z,83.15
389,73,5,2024-04-27T21:23:00.662Z,95.60
390,32,3,2024-04-27T21:23:00.662Z,55.55
391,46,6,2024-04-27T21:23:00.662Z,11.51
392,58,9,2024-04-27T21:23:00.662Z,55.96
393,25,5,2024-04-27T21:23:00.662Z,49.92
394,70,8,2024-04-27T21:23:00.662Z,23.03
395,72,2,2024-04-27T21:23:00.662Z,12.46
396,80,1,2024-04-27T21:23:00.662Z,57.99
397,11,1,2024-04-27T21:23:00.662Z,93.77
398,86,3,2024-04-27T21:23:00.662Z,78.94
399,55,5,2024-04-27T21:23:00.662Z,77.18
400,48,1,2024-04-27T21:23:00.662Z,37.08
401,62,6,2024-04-27T21:23:00.662Z,72.65
402,15,7,2024-04-27T21:23:00.662Z,93.29
403,19,5,2024-04-27T21:23:00.662Z,19.68
404,74,10,2024-04-27T21:23:00.662Z,37.08
405,75,2,2024-04-27T21:23:00.662Z,50.15
406,26,1,2024-04-27T21:23:00.662Z,40.86
407,29,8,2024-04-27T21:23:00.662Z,85.91
408,82,8,2024-04-27T21:23:00.663Z,16.60
409,7,3,2024-04-27T21:23:00.663Z,63.60
410,16,3,2024-04-27T21:23:00.663Z,36.14
411,71,8,2024-04-27T21:23:00.663Z,46.42
412,56,9,2024-04-27T21:23:00.663Z,90.27
413,67,4,2024-04-27T21:23:00.663Z,35.63
414,34,4,2024-04-27T21:23:00.663Z,28.45
415,72,2,2024-04-27T21:23:00.663Z,76.48
416,100,7,2024-04-27T21:23:00.663Z,95.62
417,62,9,2024-04-27T21:23:00.663Z,32.17
418,37,2,2024-04-27T21:23:00.663Z,65.76
419,48,10,2024-04-27T21:23:00.663Z,60.22
420,23,10,2024-04-27T21:23:00.663Z,90.12
421,17,3,2024-04-27T21:23:00.663Z,66.99
422,96,10,2024-04-27T21:23:00.663Z,38.68
423,58,1,2024-04-27T21:23:00.663Z,12.64
424,3,3,2024-04-27T21:23:00.663Z,38.32
425,39,2,2024-04-27T21:23:00.663Z,95.73
426,74,7,2024-04-27T21:23:00.663Z,19.62
427,30,4,2024-04-27T21:23:00.663Z,33.44
428,88,9,2024-04-27T21:23:00.663Z,83.08
429,88,2,2024-04-27T21:23:00.663Z,99.46
430,51,8,2024-04-27T21:23:00.663Z,38.59
431,80,1,2024-04-27T21:23:00.663Z,34.11
432,16,5,2024-04-27T21:23:00.663Z,28.81
433,39,1,2024-04-27T21:23:00.663Z,81.23
434,98,7,2024-04-27T21:23:00.663Z,13.56
435,28,6,2024-04-27T21:23:00.663Z,31.18
436,12,1,2024-04-27T21:23:00.663Z,43.68
437,34,1,2024-04-27T21:23:00.663Z,48.76
438,76,9,2024-04-27T21:23:00.663Z,13.92
439,76,6,2024-04-27T21:23:00.663Z,46.08
440,1,2,2024-04-27T21:23:00.663Z,82.54
441,37,7,2024-04-27T21:23:00.663Z,39.26
442,93,8,2024-04-27T21:23:00.663Z,52.13
443,20,3,2024-04-27T21:23:00.663Z,72.71
444,28,9,2024-04-27T21:23:00.663Z,32.48
445,37,2,2024-04-27T21:23:00.663Z,16.27
446,76,9,2024-04-27T21:23:00.663Z,27.83
447,82,6,2024-04-27T21:23:00.663Z,19.53
448,78,1,2024-04-27T21:23:00.663Z,47.64
449,89,2,2024-04-27T21:23:00.663Z,85.14
450,71,5,2024-04-27T21:23:00.663Z,49.87
451,33,5,2024-04-27T21:23:00.663Z,31.83
452,85,8,2024-04-27T21:23:00.663Z,60.84
453,57,4,2024-04-27T21:23:00.663Z,71.42
454,70,2,2024-04-27T21:23:00.663Z,43.03
455,60,9,2024-04-27T21:23:00.663Z,43.61
456,54,8,2024-04-27T21:23:00.663Z,72.16
457,96,9,2024-04-27T21:23:00.663Z,36.26
458,9,8,2024-04-27T21:23:00.663Z,15.63
459,24,3,2024-04-27T21:23:00.663Z,52.37
460,10,1,2024-04-27T21:23:00.663Z,96.18
461,35,3,2024-04-27T21:23:00.663Z,41.91
462,46,6,2024-04-27T21:23:00.663Z,72.74
463,68,1,2024-04-27T21:23:00.663Z,97.02
464,52,3,2024-04-27T21:23:00.663Z,64.20
465,47,5,2024-04-27T21:23:00.663Z,47.49
466,24,8,2024-04-27T21:23:00.663Z,81.41
467,42,1,2024-04-27T21:23:00.663Z,13.02
468,36,3,2024-04-27T21:23:00.663Z,66.80
469,12,7,2024-04-27T21:23:00.663Z,11.45
470,11,10,2024-04-27T21:23:00.663Z,94.15
471,68,9,2024-04-27T21:23:00.663Z,27.65
472,76,6,2024-04-27T21:23:00.663Z,64.23
473,16,3,2024-04-27T21:23:00.663Z,77.53
474,82,6,2024-04-27T21:23:00.663Z,65.82
475,21,6,2024-04-27T21:23:00.663Z,29.05
476,16,4,2024-04-27T21:23:00.663Z,81.66
477,3,5,2024-04-27T21:23:00.663Z,77.98
478,32,3,2024-04-27T21:23:00.663Z,95.83
479,16,7,2024-04-27T21:23:00.663Z,32.18
480,98,8,2024-04-27T21:23:00.663Z,56.26
481,74,7,2024-04-27T21:23:00.663Z,77.06
482,28,3,2024-04-27T21:23:00.663Z,20.43
483,88,5,2024-04-27T21:23:00.663Z,15.55
484,59,9,2024-04-27T21:23:00.663Z,58.97
485,84,1,2024-04-27T21:23:00.663Z,12.03
486,99,7,2024-04-27T21:23:00.663Z,94.97
487,80,5,2024-04-27T21:23:00.663Z,24.63
488,8,3,2024-04-27T21:23:00.663Z,51.62
489,66,4,2024-04-27T21:23:00.663Z,51.31
490,5,10,2024-04-27T21:23:00.663Z,87.72
491,86,9,2024-04-27T21:23:00.663Z,83.37
492,55,8,2024-04-27T21:23:00.663Z,28.87
493,13,4,2024-04-27T21:23:00.663Z,11.14
494,23,4,2024-04-27T21:23:00.664Z,28.35
495,93,8,2024-04-27T21:23:00.664Z,67.98
496,48,1,2024-04-27T21:23:00.664Z,71.61
497,56,6,2024-04-27T21:23:00.664Z,25.85
498,57,1,2024-04-27T21:23:00.664Z,39.72
499,77,9,2024-04-27T21:23:00.664Z,45.71
500,74,4,2024-04-27T21:23:00.664Z,13.54
501,49,6,2024-04-27T21:23:00.664Z,99.82
502,34,1,2024-04-27T21:23:00.664Z,45.21
503,39,6,2024-04-27T21:23:00.664Z,82.84
504,89,9,2024-04-27T21:23:00.664Z,43.49
505,91,10,2024-04-27T21:23:00.664Z,47.60
506,90,10,2024-04-27T21:23:00.664Z,26.02
507,88,8,2024-04-27T21:23:00.664Z,69.98
508,72,1,2024-04-27T21:23:00.664Z,43.95
509,15,7,2024-04-27T21:23:00.664Z,18.76
510,24,4,2024-04-27T21:23:00.664Z,91.77
511,86,4,2024-04-27T21:23:00.664Z,25.20
512,92,2,2024-04-27T21:23:00.664Z,21.87
513,37,5,2024-04-27T21:23:00.664Z,21.81
514,4,5,2024-04-27T21:23:00.664Z,80.57
515,65,4,2024-04-27T21:23:00.664Z,16.23
516,75,9,2024-04-27T21:23:00.664Z,26.79
